order_id,created_at,currency_code,receipt_number,total_gross,total_tax,total_net,payment_method,paid_amount,customer_id
3408,2024-08-10 13:13:46,USD,RCPT003408,86.21923856563187,8.62,77.6,Credit Card,86.21923856563187,5038
3409,2024-03-24 08:20:16,USD,RCPT003409,166.3454638690284,16.63,149.72,Credit Card,166.3454638690284,3106
3410,2023-09-24 16:30:56,USD,RCPT003410,100.97264483796667,10.1,90.87,Paypal,100.97264483796667,2512
3411,2024-03-29 00:11:42,USD,RCPT003411,130.39580098262135,13.04,117.36,Paypal,130.39580098262135,467
3412,2023-12-21 07:17:30,USD,RCPT003412,144.16185334214595,14.42,129.74,Bitcoin,144.16185334214595,2500
3413,2024-02-28 18:52:54,USD,RCPT003413,176.57678432234417,17.66,158.92,Bitcoin,176.57678432234417,490
3414,2024-03-31 13:50:00,USD,RCPT003414,118.78954525576754,11.88,106.91,Credit Card,118.78954525576754,1125
3415,2023-09-24 21:02:24,USD,RCPT003415,162.39868893044235,16.24,146.16,Credit Card,162.39868893044235,3463
3416,2024-06-18 07:01:49,USD,RCPT003416,143.90519374246202,14.39,129.52,Credit Card,143.90519374246202,3686
3417,2024-01-19 06:35:07,USD,RCPT003417,89.4511090177063,8.95,80.5,Bitcoin,89.4511090177063,1413
3418,2024-03-21 04:53:39,USD,RCPT003418,192.35413797399315,19.24,173.11,Bitcoin,192.35413797399315,2598
3419,2024-02-17 01:37:02,USD,RCPT003419,119.31570631320504,11.93,107.39,Credit Card,119.31570631320504,3851
3420,2024-01-15 15:38:46,USD,RCPT003420,189.56549367467966,18.96,170.61,Paypal,189.56549367467966,1674
3421,2023-10-14 19:08:46,USD,RCPT003421,149.00898595722057,14.9,134.11,Credit Card,149.00898595722057,5218
3422,2023-10-29 18:25:35,USD,RCPT003422,179.34801212725446,17.93,161.42,Paypal,179.34801212725446,3504
3423,2024-04-05 01:23:23,USD,RCPT003423,153.6908297856387,15.37,138.32,Credit Card,153.6908297856387,5150
3424,2023-10-20 05:41:22,USD,RCPT003424,92.74834566711854,9.27,83.48,Paypal,92.74834566711854,400
3425,2024-04-22 16:41:56,USD,RCPT003425,90.22124305016038,9.02,81.2,Paypal,90.22124305016038,2959
3426,2024-05-18 12:49:03,USD,RCPT003426,170.0456347868021,17.0,153.05,Credit Card,170.0456347868021,582
3427,2023-12-02 02:35:46,USD,RCPT003427,132.43456200142924,13.24,119.19,Paypal,132.43456200142924,1550
3428,2023-11-16 22:50:24,USD,RCPT003428,112.11937725898645,11.21,100.91,Credit Card,112.11937725898645,5244
3429,2023-11-05 10:18:00,USD,RCPT003429,55.80137900495147,5.58,50.22,Bitcoin,55.80137900495147,440
3430,2024-03-24 12:23:43,USD,RCPT003430,191.74986672651136,19.17,172.58,Credit Card,191.74986672651136,1878
3431,2023-11-12 21:01:13,USD,RCPT003431,158.48883445267808,15.85,142.64,Paypal,158.48883445267808,3024
3432,2024-08-16 11:05:13,USD,RCPT003432,165.2806742131075,16.53,148.75,Credit Card,165.2806742131075,1984
3433,2024-01-21 16:57:56,USD,RCPT003433,65.88256597478193,6.59,59.29,Bitcoin,65.88256597478193,4316
3434,2024-03-20 10:00:48,USD,RCPT003434,103.40193955065546,10.34,93.06,Bitcoin,103.40193955065546,3702
3435,2023-12-23 20:16:14,USD,RCPT003435,57.94962624143724,5.79,52.16,Bitcoin,57.94962624143724,1070
3436,2023-10-14 00:39:26,USD,RCPT003436,133.99763269548916,13.4,120.6,Credit Card,133.99763269548916,1951
3437,2023-10-08 15:58:50,USD,RCPT003437,98.37512125248315,9.84,88.54,Credit Card,98.37512125248315,1451
3438,2024-02-03 00:27:47,USD,RCPT003438,20.27278729405773,2.03,18.24,Credit Card,20.27278729405773,1079
3439,2024-05-06 01:28:07,USD,RCPT003439,34.26654808021045,3.43,30.84,Credit Card,34.26654808021045,4493
3440,2024-03-16 15:57:00,USD,RCPT003440,95.42787589966129,9.54,85.89,Credit Card,95.42787589966129,2302
3441,2024-06-07 19:20:50,USD,RCPT003441,87.42375091746227,8.74,78.68,Paypal,87.42375091746227,923
3442,2024-08-18 23:38:40,USD,RCPT003442,190.4518837873253,19.05,171.4,Bitcoin,190.4518837873253,74
3443,2023-11-22 10:50:07,USD,RCPT003443,170.30887790220842,17.03,153.28,Paypal,170.30887790220842,1770
3444,2024-05-10 02:13:32,USD,RCPT003444,101.39602821157341,10.14,91.26,Paypal,101.39602821157341,1641
3445,2023-11-11 08:59:42,USD,RCPT003445,115.18595621098189,11.52,103.67,Paypal,115.18595621098189,1635
3446,2023-12-05 08:34:56,USD,RCPT003446,130.84123527479503,13.08,117.76,Bitcoin,130.84123527479503,2807
3447,2024-06-16 05:13:43,USD,RCPT003447,187.86858239060504,18.79,169.08,Paypal,187.86858239060504,980
3448,2023-10-08 14:47:46,USD,RCPT003448,154.903570288201,15.49,139.41,Bitcoin,154.903570288201,4926
3449,2024-06-28 05:09:52,USD,RCPT003449,82.04665662653345,8.2,73.85,Bitcoin,82.04665662653345,829
3450,2024-02-25 03:30:40,USD,RCPT003450,71.62650650700648,7.16,64.47,Paypal,71.62650650700648,147
3451,2023-12-19 14:30:19,USD,RCPT003451,90.7209040936544,9.07,81.65,Paypal,90.7209040936544,3674
3452,2024-02-21 14:50:11,USD,RCPT003452,112.11158915918844,11.21,100.9,Credit Card,112.11158915918844,1182
3453,2024-05-07 21:51:48,USD,RCPT003453,35.76686626354658,3.58,32.19,Credit Card,35.76686626354658,720
3454,2023-10-20 09:19:46,USD,RCPT003454,75.48837316035107,7.55,67.94,Paypal,75.48837316035107,643
3455,2024-01-19 00:08:58,USD,RCPT003455,182.53798235648276,18.25,164.29,Credit Card,182.53798235648276,2321
3456,2024-07-06 12:44:28,USD,RCPT003456,75.62655427749527,7.56,68.07,Bitcoin,75.62655427749527,2925
3457,2023-10-31 15:44:23,USD,RCPT003457,43.83996427148356,4.38,39.46,Bitcoin,43.83996427148356,3597
3458,2023-12-09 23:23:33,USD,RCPT003458,163.1774480471789,16.32,146.86,Bitcoin,163.1774480471789,4270
3459,2023-10-18 17:38:00,USD,RCPT003459,37.952654483903274,3.8,34.15,Bitcoin,37.952654483903274,3812
3460,2024-03-27 01:36:49,USD,RCPT003460,164.55643553971552,16.46,148.1,Paypal,164.55643553971552,3434
3461,2024-01-09 15:55:10,USD,RCPT003461,47.35008283817494,4.74,42.61,Paypal,47.35008283817494,4985
3462,2024-05-29 01:43:08,USD,RCPT003462,44.85833996760227,4.49,40.37,Paypal,44.85833996760227,3927
3463,2024-04-25 04:00:35,USD,RCPT003463,184.5951801830306,18.46,166.14,Bitcoin,184.5951801830306,1500
3464,2024-06-23 13:51:39,USD,RCPT003464,134.50592039165122,13.45,121.06,Bitcoin,134.50592039165122,3808
3465,2023-09-17 17:26:18,USD,RCPT003465,103.69567091010697,10.37,93.33,Bitcoin,103.69567091010697,5173
3466,2024-03-24 10:24:57,USD,RCPT003466,62.00842035423968,6.2,55.81,Paypal,62.00842035423968,2204
3467,2023-11-01 08:45:24,USD,RCPT003467,85.15614001922543,8.52,76.64,Credit Card,85.15614001922543,1959
3468,2024-07-23 17:00:09,USD,RCPT003468,175.4923320776721,17.55,157.94,Paypal,175.4923320776721,1022
3469,2023-10-31 13:28:24,USD,RCPT003469,111.48273583829439,11.15,100.33,Bitcoin,111.48273583829439,2845
3470,2024-05-12 04:32:06,USD,RCPT003470,173.48127499030213,17.35,156.13,Credit Card,173.48127499030213,2389
3471,2023-11-02 09:15:48,USD,RCPT003471,145.02816275057606,14.5,130.53,Bitcoin,145.02816275057606,2229
3472,2024-09-06 04:11:01,USD,RCPT003472,103.29893033755174,10.33,92.97,Paypal,103.29893033755174,2715
3473,2024-04-28 21:49:00,USD,RCPT003473,194.20854174952956,19.42,174.79,Credit Card,194.20854174952956,3535
3474,2024-08-22 02:49:52,USD,RCPT003474,71.70342856485354,7.17,64.53,Paypal,71.70342856485354,3001
3475,2023-09-26 22:10:38,USD,RCPT003475,148.8436304190044,14.88,133.96,Bitcoin,148.8436304190044,5020
3476,2023-11-25 02:58:43,USD,RCPT003476,75.29329798894268,7.53,67.76,Paypal,75.29329798894268,4679
3477,2023-11-22 03:58:04,USD,RCPT003477,29.905604801235814,2.99,26.92,Paypal,29.905604801235814,4622
3478,2024-01-18 16:34:23,USD,RCPT003478,116.22611085258421,11.62,104.61,Paypal,116.22611085258421,1501
3479,2024-03-07 17:36:38,USD,RCPT003479,54.831828727191116,5.48,49.35,Credit Card,54.831828727191116,2055
3480,2023-11-04 01:10:14,USD,RCPT003480,96.5152793749826,9.65,86.87,Paypal,96.5152793749826,3929
3481,2023-09-22 03:28:59,USD,RCPT003481,105.66154170540868,10.57,95.09,Credit Card,105.66154170540868,4435
3482,2024-03-18 22:15:20,USD,RCPT003482,165.51692503277144,16.55,148.97,Bitcoin,165.51692503277144,872
3483,2024-02-06 06:46:07,USD,RCPT003483,82.26763793527107,8.23,74.04,Credit Card,82.26763793527107,5112
3484,2023-09-21 17:38:56,USD,RCPT003484,49.928533043328855,4.99,44.94,Bitcoin,49.928533043328855,2015
3485,2023-11-13 16:28:58,USD,RCPT003485,103.7239466003375,10.37,93.35,Paypal,103.7239466003375,1924
3486,2024-07-10 22:17:11,USD,RCPT003486,80.25395383911655,8.03,72.22,Paypal,80.25395383911655,37
3487,2024-01-06 19:36:23,USD,RCPT003487,56.52621411803317,5.65,50.88,Paypal,56.52621411803317,436
3488,2024-06-25 21:15:23,USD,RCPT003488,83.00370452709546,8.3,74.7,Credit Card,83.00370452709546,4081
3489,2023-10-25 19:05:15,USD,RCPT003489,26.52447779478713,2.65,23.87,Paypal,26.52447779478713,3741
3490,2023-12-29 09:39:12,USD,RCPT003490,176.70203994191473,17.67,159.03,Credit Card,176.70203994191473,4026
3491,2024-06-06 18:57:51,USD,RCPT003491,99.74808719290807,9.97,89.78,Paypal,99.74808719290807,429
3492,2023-11-13 03:04:46,USD,RCPT003492,101.02263904069657,10.1,90.92,Bitcoin,101.02263904069657,3229
3493,2023-10-11 03:02:24,USD,RCPT003493,171.0724054377609,17.11,153.96,Credit Card,171.0724054377609,2545
3494,2024-07-30 06:42:31,USD,RCPT003494,159.97638773882625,16.0,143.98,Paypal,159.97638773882625,2998
3495,2024-05-23 19:31:22,USD,RCPT003495,189.079129346714,18.91,170.17,Bitcoin,189.079129346714,2677
3496,2023-11-26 19:56:54,USD,RCPT003496,139.5571178387824,13.96,125.6,Credit Card,139.5571178387824,404
3497,2023-09-12 06:40:45,USD,RCPT003497,134.35287734017027,13.44,120.91,Paypal,134.35287734017027,4072
3498,2024-02-21 05:33:38,USD,RCPT003498,48.954659066742934,4.9,44.05,Bitcoin,48.954659066742934,5171
3499,2023-10-12 06:55:58,USD,RCPT003499,108.0312159464792,10.8,97.23,Paypal,108.0312159464792,4544
3500,2024-03-24 02:13:55,USD,RCPT003500,59.300917368760906,5.93,53.37,Bitcoin,59.300917368760906,1115
3501,2024-07-17 16:50:15,USD,RCPT003501,51.4544720725197,5.15,46.3,Paypal,51.4544720725197,4945
3502,2024-02-17 17:01:47,USD,RCPT003502,187.53038758697647,18.75,168.78,Credit Card,187.53038758697647,800
3503,2024-04-20 04:24:53,USD,RCPT003503,141.08210270921097,14.11,126.97,Credit Card,141.08210270921097,1098
3504,2024-03-21 19:39:21,USD,RCPT003504,45.065113634320255,4.51,40.56,Paypal,45.065113634320255,3793
3505,2024-08-16 13:58:10,USD,RCPT003505,140.48851664501336,14.05,126.44,Paypal,140.48851664501336,1813
3506,2024-07-07 11:05:44,USD,RCPT003506,169.0051740099844,16.9,152.11,Paypal,169.0051740099844,3862
3507,2024-02-18 19:53:48,USD,RCPT003507,112.5068888030424,11.25,101.26,Credit Card,112.5068888030424,1373
3508,2024-07-15 02:36:58,USD,RCPT003508,77.28106994550745,7.73,69.55,Credit Card,77.28106994550745,2492
3509,2024-05-02 11:19:55,USD,RCPT003509,123.78654580899095,12.38,111.41,Bitcoin,123.78654580899095,4318
3510,2024-01-05 11:54:21,USD,RCPT003510,52.572849776177705,5.26,47.31,Credit Card,52.572849776177705,678
3511,2024-04-28 06:09:26,USD,RCPT003511,165.40766243200795,16.54,148.87,Paypal,165.40766243200795,2772
3512,2023-12-08 20:17:46,USD,RCPT003512,170.74525993936345,17.07,153.68,Credit Card,170.74525993936345,1260
3513,2024-02-26 00:27:54,USD,RCPT003513,48.04819354046997,4.8,43.25,Paypal,48.04819354046997,3661
3514,2024-08-29 04:13:08,USD,RCPT003514,91.9829931168876,9.2,82.78,Credit Card,91.9829931168876,3234
3515,2023-10-27 13:11:44,USD,RCPT003515,128.57707639764848,12.86,115.72,Bitcoin,128.57707639764848,1955
3516,2024-06-07 17:30:29,USD,RCPT003516,180.91619727614847,18.09,162.83,Bitcoin,180.91619727614847,970
3517,2024-08-27 10:19:08,USD,RCPT003517,181.93345061370982,18.19,163.74,Credit Card,181.93345061370982,1881
3518,2024-08-30 11:22:46,USD,RCPT003518,79.24364174190421,7.92,71.32,Credit Card,79.24364174190421,2599
3519,2024-04-22 10:09:31,USD,RCPT003519,178.8749453996574,17.89,160.98,Bitcoin,178.8749453996574,1503
3520,2024-05-25 08:22:53,USD,RCPT003520,115.0916923577734,11.51,103.58,Bitcoin,115.0916923577734,4397
3521,2024-01-28 06:31:04,USD,RCPT003521,60.90201856900588,6.09,54.81,Credit Card,60.90201856900588,5010
3522,2024-03-14 10:30:54,USD,RCPT003522,47.699491645211566,4.77,42.93,Credit Card,47.699491645211566,2195
3523,2024-03-05 03:56:41,USD,RCPT003523,199.74964199975273,19.97,179.78,Paypal,199.74964199975273,889
3524,2024-03-20 13:47:29,USD,RCPT003524,76.70004911930927,7.67,69.03,Credit Card,76.70004911930927,3458
3525,2023-11-08 18:45:17,USD,RCPT003525,118.17274264474861,11.82,106.35,Paypal,118.17274264474861,1269
3526,2024-06-28 06:34:10,USD,RCPT003526,80.39683946978886,8.04,72.36,Paypal,80.39683946978886,4457
3527,2024-03-31 10:32:18,USD,RCPT003527,136.2772973148804,13.63,122.65,Credit Card,136.2772973148804,5306
3528,2024-08-02 06:10:15,USD,RCPT003528,69.25973551910215,6.93,62.33,Bitcoin,69.25973551910215,878
3529,2024-07-31 13:50:45,USD,RCPT003529,44.48801709472331,4.45,40.04,Bitcoin,44.48801709472331,2618
3530,2023-11-20 07:09:38,USD,RCPT003530,75.38050576524813,7.54,67.84,Bitcoin,75.38050576524813,339
3531,2024-01-30 10:49:28,USD,RCPT003531,30.61417160394788,3.06,27.55,Paypal,30.61417160394788,614
3532,2023-12-07 21:38:43,USD,RCPT003532,78.97730793334483,7.9,71.08,Credit Card,78.97730793334483,1950
3533,2023-10-17 05:23:32,USD,RCPT003533,179.9254762744438,17.99,161.94,Paypal,179.9254762744438,2107
3534,2024-01-11 22:55:57,USD,RCPT003534,119.7564190795074,11.98,107.78,Credit Card,119.7564190795074,2973
3535,2024-06-03 21:51:10,USD,RCPT003535,36.74689229154113,3.67,33.08,Bitcoin,36.74689229154113,1206
3536,2024-04-15 05:55:47,USD,RCPT003536,116.34435447213288,11.63,104.71,Bitcoin,116.34435447213288,821
3537,2023-10-19 20:47:36,USD,RCPT003537,100.26814990756118,10.03,90.24,Credit Card,100.26814990756118,1272
3538,2023-10-10 02:30:07,USD,RCPT003538,36.69713088427179,3.67,33.03,Credit Card,36.69713088427179,141
3539,2024-06-02 09:10:55,USD,RCPT003539,28.163704059624862,2.82,25.34,Bitcoin,28.163704059624862,1678
3540,2024-08-16 06:30:14,USD,RCPT003540,178.12877647952214,17.81,160.32,Credit Card,178.12877647952214,4740
3541,2024-01-31 20:35:42,USD,RCPT003541,139.9485869757841,13.99,125.96,Credit Card,139.9485869757841,2239
3542,2023-10-16 22:16:34,USD,RCPT003542,69.92092337808876,6.99,62.93,Credit Card,69.92092337808876,4021
3543,2024-07-31 18:05:46,USD,RCPT003543,133.69118086708892,13.37,120.32,Credit Card,133.69118086708892,1605
3544,2024-01-31 22:49:28,USD,RCPT003544,135.71618856501854,13.57,122.15,Credit Card,135.71618856501854,1025
3545,2024-04-17 06:40:26,USD,RCPT003545,99.62007636859177,9.96,89.66,Bitcoin,99.62007636859177,263
3546,2023-10-23 04:21:19,USD,RCPT003546,164.92661980769105,16.49,148.44,Bitcoin,164.92661980769105,644
3547,2024-02-14 12:42:35,USD,RCPT003547,124.74386342764947,12.47,112.27,Bitcoin,124.74386342764947,1532
3548,2023-09-26 11:51:45,USD,RCPT003548,169.95037968770103,17.0,152.95,Bitcoin,169.95037968770103,1033
3549,2023-09-21 03:25:34,USD,RCPT003549,99.54531556613873,9.95,89.6,Paypal,99.54531556613873,3547
3550,2024-05-22 18:53:03,USD,RCPT003550,120.38789230716547,12.04,108.35,Credit Card,120.38789230716547,2100
3551,2024-07-08 22:13:13,USD,RCPT003551,126.17257497932222,12.62,113.55,Bitcoin,126.17257497932222,4769
3552,2023-12-09 15:07:51,USD,RCPT003552,116.87838903759743,11.69,105.19,Bitcoin,116.87838903759743,1801
3553,2023-10-08 17:28:50,USD,RCPT003553,69.2120269414454,6.92,62.29,Credit Card,69.2120269414454,1958
3554,2024-01-29 16:36:06,USD,RCPT003554,56.966085031044294,5.7,51.27,Paypal,56.966085031044294,3551
3555,2023-12-26 06:37:32,USD,RCPT003555,170.27130430288196,17.03,153.24,Paypal,170.27130430288196,4172
3556,2024-06-13 19:07:50,USD,RCPT003556,82.79611196072364,8.28,74.52,Paypal,82.79611196072364,65
3557,2024-05-17 01:53:56,USD,RCPT003557,71.39104287002961,7.14,64.25,Paypal,71.39104287002961,4131
3558,2024-03-12 19:47:05,USD,RCPT003558,45.01160406990012,4.5,40.51,Credit Card,45.01160406990012,4041
3559,2023-10-01 23:18:43,USD,RCPT003559,23.915604102585704,2.39,21.53,Bitcoin,23.915604102585704,1446
3560,2023-11-30 07:24:54,USD,RCPT003560,57.76369262694665,5.78,51.98,Bitcoin,57.76369262694665,539
3561,2024-01-19 21:34:41,USD,RCPT003561,166.9780565498736,16.7,150.28,Paypal,166.9780565498736,4505
3562,2024-06-18 13:58:52,USD,RCPT003562,75.77003726249222,7.58,68.19,Paypal,75.77003726249222,4948
3563,2023-12-08 06:10:20,USD,RCPT003563,145.67958420089067,14.57,131.11,Bitcoin,145.67958420089067,1218
3564,2024-08-25 08:46:53,USD,RCPT003564,191.35500456195396,19.14,172.22,Paypal,191.35500456195396,1023
3565,2024-02-19 05:00:15,USD,RCPT003565,133.5577766109124,13.36,120.2,Bitcoin,133.5577766109124,1964
3566,2024-05-25 19:58:55,USD,RCPT003566,161.73600076443782,16.17,145.57,Paypal,161.73600076443782,2495
3567,2024-05-27 19:07:36,USD,RCPT003567,96.00705450149873,9.6,86.41,Bitcoin,96.00705450149873,4412
3568,2024-03-14 20:20:26,USD,RCPT003568,132.23487410879486,13.22,119.01,Credit Card,132.23487410879486,2681
3569,2024-04-19 03:08:21,USD,RCPT003569,77.06609647861511,7.71,69.36,Credit Card,77.06609647861511,5266
3570,2024-03-04 16:11:17,USD,RCPT003570,157.2825863484678,15.73,141.55,Bitcoin,157.2825863484678,3666
3571,2023-12-26 17:05:25,USD,RCPT003571,187.55348089169945,18.76,168.79,Credit Card,187.55348089169945,2283
3572,2023-10-03 19:47:47,USD,RCPT003572,115.24544727474725,11.52,103.73,Paypal,115.24544727474725,5016
3573,2023-09-29 17:03:03,USD,RCPT003573,130.2158521668155,13.02,117.2,Bitcoin,130.2158521668155,687
3574,2024-09-05 02:54:23,USD,RCPT003574,183.4620617903683,18.35,165.11,Paypal,183.4620617903683,3073
3575,2024-03-03 19:44:56,USD,RCPT003575,156.61320661591733,15.66,140.95,Paypal,156.61320661591733,1978
3576,2023-12-03 14:46:24,USD,RCPT003576,34.503520340177694,3.45,31.05,Paypal,34.503520340177694,540
3577,2024-03-25 01:52:59,USD,RCPT003577,161.5276499757113,16.15,145.38,Credit Card,161.5276499757113,93
3578,2023-12-07 18:22:55,USD,RCPT003578,85.64936387780945,8.56,77.09,Paypal,85.64936387780945,5291
3579,2024-01-09 11:48:20,USD,RCPT003579,110.45292349733997,11.05,99.4,Bitcoin,110.45292349733997,719
3580,2024-07-29 05:10:01,USD,RCPT003580,108.76778446689268,10.88,97.89,Paypal,108.76778446689268,309
3581,2023-11-24 13:25:36,USD,RCPT003581,158.00490826919858,15.8,142.2,Bitcoin,158.00490826919858,3109
3582,2024-05-16 07:03:42,USD,RCPT003582,171.98014382806983,17.2,154.78,Credit Card,171.98014382806983,2425
3583,2024-06-14 03:11:24,USD,RCPT003583,124.90122169216595,12.49,112.41,Bitcoin,124.90122169216595,700
3584,2024-06-05 01:14:31,USD,RCPT003584,77.07666142710823,7.71,69.37,Credit Card,77.07666142710823,1823
3585,2023-12-05 16:06:33,USD,RCPT003585,82.8732903516233,8.29,74.58,Bitcoin,82.8732903516233,56
3586,2024-08-19 05:00:32,USD,RCPT003586,124.76803075577469,12.48,112.29,Paypal,124.76803075577469,4873
3587,2024-08-30 10:12:30,USD,RCPT003587,128.33483864131017,12.83,115.5,Paypal,128.33483864131017,208
3588,2024-08-18 23:42:17,USD,RCPT003588,48.856569400783535,4.89,43.97,Credit Card,48.856569400783535,1275
3589,2024-08-01 05:54:56,USD,RCPT003589,75.05033320771403,7.51,67.54,Bitcoin,75.05033320771403,3455
3590,2024-08-09 23:36:20,USD,RCPT003590,95.56358352914397,9.56,86.0,Paypal,95.56358352914397,4442
3591,2024-04-24 14:17:49,USD,RCPT003591,32.6110370813658,3.26,29.35,Credit Card,32.6110370813658,2700
3592,2024-06-16 18:10:08,USD,RCPT003592,91.47773365689613,9.15,82.33,Credit Card,91.47773365689613,1715
3593,2023-11-23 16:18:38,USD,RCPT003593,148.75579890424706,14.88,133.88,Credit Card,148.75579890424706,393
3594,2024-05-09 04:29:08,USD,RCPT003594,158.92441399419835,15.89,143.03,Credit Card,158.92441399419835,3653
3595,2023-10-13 13:37:07,USD,RCPT003595,145.33785250072407,14.53,130.81,Credit Card,145.33785250072407,4545
3596,2024-06-13 06:10:45,USD,RCPT003596,20.65674475086464,2.07,18.59,Bitcoin,20.65674475086464,3129
3597,2024-08-15 19:33:11,USD,RCPT003597,79.90053722306394,7.99,71.91,Paypal,79.90053722306394,4232
3598,2023-09-17 13:45:26,USD,RCPT003598,132.26664590733978,13.23,119.04,Paypal,132.26664590733978,941
3599,2024-09-02 00:32:52,USD,RCPT003599,62.89876229751323,6.29,56.61,Credit Card,62.89876229751323,2928
3600,2024-09-05 22:57:08,USD,RCPT003600,139.1447674425857,13.91,125.23,Credit Card,139.1447674425857,2633
3601,2023-09-28 14:30:13,USD,RCPT003601,153.1450745474864,15.31,137.84,Paypal,153.1450745474864,1341
3602,2024-05-20 01:11:55,USD,RCPT003602,43.30198969611138,4.33,38.97,Paypal,43.30198969611138,2424
3603,2024-04-23 06:47:10,USD,RCPT003603,140.47936396788708,14.05,126.43,Credit Card,140.47936396788708,2315
3604,2024-01-24 09:18:46,USD,RCPT003604,139.05209591062243,13.91,125.14,Paypal,139.05209591062243,4463
3605,2024-08-22 10:31:00,USD,RCPT003605,115.19356343559139,11.52,103.67,Paypal,115.19356343559139,5146
3606,2024-09-01 15:23:03,USD,RCPT003606,195.98375791499208,19.6,176.38,Paypal,195.98375791499208,3263
3607,2024-04-23 03:14:18,USD,RCPT003607,178.597993082246,17.86,160.74,Credit Card,178.597993082246,405
3608,2024-06-14 21:24:48,USD,RCPT003608,48.380793839143614,4.84,43.54,Credit Card,48.380793839143614,1347
3609,2024-08-27 05:45:14,USD,RCPT003609,41.32413756590254,4.13,37.19,Credit Card,41.32413756590254,3842
3610,2024-02-27 06:39:49,USD,RCPT003610,189.86854720561138,18.99,170.88,Credit Card,189.86854720561138,1508
3611,2024-05-08 05:14:06,USD,RCPT003611,166.51329628629605,16.65,149.86,Bitcoin,166.51329628629605,2743
3612,2024-07-26 03:20:34,USD,RCPT003612,186.5236050105709,18.65,167.87,Bitcoin,186.5236050105709,2936
3613,2023-10-12 08:59:21,USD,RCPT003613,87.57881056574305,8.76,78.82,Paypal,87.57881056574305,2893
3614,2024-02-25 08:34:08,USD,RCPT003614,159.83820976924247,15.98,143.86,Paypal,159.83820976924247,5139
3615,2024-01-05 14:00:54,USD,RCPT003615,129.25074079689995,12.93,116.32,Credit Card,129.25074079689995,3938
3616,2024-03-05 10:10:19,USD,RCPT003616,96.10996046220804,9.61,86.5,Paypal,96.10996046220804,763
3617,2024-05-10 06:24:31,USD,RCPT003617,111.50052551010644,11.15,100.35,Paypal,111.50052551010644,787
3618,2024-05-13 12:14:30,USD,RCPT003618,148.80330165694218,14.88,133.92,Bitcoin,148.80330165694218,2404
3619,2024-04-08 04:13:55,USD,RCPT003619,158.4899383667943,15.85,142.64,Paypal,158.4899383667943,2539
3620,2024-02-06 05:52:39,USD,RCPT003620,23.626923116167738,2.36,21.27,Credit Card,23.626923116167738,4703
3621,2024-04-02 08:09:41,USD,RCPT003621,134.55023769027304,13.46,121.09,Paypal,134.55023769027304,1960
3622,2023-12-22 09:18:21,USD,RCPT003622,28.777686621619306,2.88,25.9,Bitcoin,28.777686621619306,2042
3623,2023-11-30 09:46:20,USD,RCPT003623,67.73245928857679,6.77,60.96,Credit Card,67.73245928857679,4860
3624,2024-09-01 13:31:48,USD,RCPT003624,31.302132827232793,3.13,28.17,Bitcoin,31.302132827232793,2769
3625,2024-01-07 14:49:55,USD,RCPT003625,178.99782387626354,17.9,161.1,Bitcoin,178.99782387626354,4334
3626,2024-05-07 14:47:01,USD,RCPT003626,24.6206199927139,2.46,22.16,Bitcoin,24.6206199927139,481
3627,2023-11-04 18:17:02,USD,RCPT003627,41.096972343751546,4.11,36.99,Paypal,41.096972343751546,3107
3628,2023-12-27 16:06:51,USD,RCPT003628,35.00571763051313,3.5,31.51,Credit Card,35.00571763051313,4227
3629,2023-10-24 22:21:46,USD,RCPT003629,47.68970312776885,4.77,42.92,Credit Card,47.68970312776885,2570
3630,2024-08-23 06:44:48,USD,RCPT003630,138.8124257584755,13.88,124.93,Bitcoin,138.8124257584755,1074
3631,2024-05-17 07:38:35,USD,RCPT003631,191.64687323118082,19.16,172.49,Paypal,191.64687323118082,4616
3632,2023-11-10 18:21:45,USD,RCPT003632,80.43973121910687,8.04,72.4,Paypal,80.43973121910687,822
3633,2023-11-26 04:13:34,USD,RCPT003633,61.55443742872813,6.16,55.39,Bitcoin,61.55443742872813,522
3634,2024-05-08 11:42:24,USD,RCPT003634,49.132071294167474,4.91,44.22,Bitcoin,49.132071294167474,28
3635,2023-10-10 09:19:29,USD,RCPT003635,186.14012721394496,18.61,167.53,Credit Card,186.14012721394496,1882
3636,2024-02-16 04:11:56,USD,RCPT003636,124.54387713586857,12.45,112.09,Paypal,124.54387713586857,573
3637,2024-05-21 22:17:14,USD,RCPT003637,23.256246332067352,2.33,20.93,Paypal,23.256246332067352,635
3638,2024-02-23 10:16:15,USD,RCPT003638,48.74559225347727,4.87,43.88,Bitcoin,48.74559225347727,4778
3639,2024-01-23 09:05:39,USD,RCPT003639,52.647181310398786,5.26,47.39,Bitcoin,52.647181310398786,4659
3640,2024-03-27 06:04:22,USD,RCPT003640,154.58583427760723,15.46,139.13,Bitcoin,154.58583427760723,3764
3641,2024-04-15 20:16:45,USD,RCPT003641,198.63099639463064,19.86,178.77,Bitcoin,198.63099639463064,2959
3642,2024-05-18 05:34:19,USD,RCPT003642,105.33394360104221,10.53,94.8,Bitcoin,105.33394360104221,3044
3643,2024-05-29 05:27:12,USD,RCPT003643,68.55933271583217,6.86,61.7,Credit Card,68.55933271583217,4578
3644,2024-01-21 09:45:54,USD,RCPT003644,145.28984639150468,14.53,130.76,Paypal,145.28984639150468,3684
