order_lines_id,unit_price,price_net,tax_rate,tax_amount,total_price,quantity,created_at,product_id,order_id,category
7786,76.81917615903417,9.47,0.1,7.68,307.28,4,2024-02-18 07:47:16,74,6418,Furniture
7787,63.852829779548074,36.41,0.1,6.39,127.71,2,2024-04-02 11:37:50,28,11885,Stationery
7788,47.498032604036084,60.38,0.1,4.75,95.0,2,2024-08-13 21:22:55,65,6218,Automotive
7789,62.549589649191546,51.71,0.1,6.25,187.65,3,2024-01-15 10:15:03,47,7995,Automotive
7790,42.20255039941055,22.43,0.1,4.22,84.41,2,2024-02-10 15:34:59,54,8906,Bags
7791,86.69760535715162,19.88,0.1,8.67,433.49,5,2024-04-14 01:56:10,10,8614,Beauty
7792,81.39339682529803,83.27,0.1,8.14,325.57,4,2024-08-31 08:36:18,52,4605,Books
7793,34.448024150172465,80.4,0.1,3.44,137.79,4,2024-05-08 11:13:15,33,10678,Toys
7794,31.740478597263916,69.04,0.1,3.17,126.96,4,2024-04-24 15:47:11,39,1776,Health
7795,60.09700255156274,37.57,0.1,6.01,300.49,5,2024-01-20 03:11:45,70,9164,Office Supplies
7796,39.04610166122893,75.14,0.1,3.9,39.05,1,2023-12-16 09:32:29,51,3357,Musical Instruments
7797,43.7469583749273,85.75,0.1,4.37,218.73,5,2024-01-04 03:05:28,3,10669,Outdoor
7798,41.837353137722474,12.39,0.1,4.18,125.51,3,2024-04-15 20:16:45,5,3641,Electronics
7799,28.15352710040883,15.28,0.1,2.82,112.61,4,2024-02-09 15:52:35,11,8384,Books
7800,41.432873453363314,76.71,0.1,4.14,124.3,3,2024-06-20 22:06:33,20,9237,Outdoor
7801,29.26823590380502,28.89,0.1,2.93,29.27,1,2024-02-27 16:57:11,27,9647,Outdoor
7802,32.63079090586092,45.82,0.1,3.26,65.26,2,2024-04-15 23:15:05,36,9286,Clothing
7803,98.94569455130691,76.87,0.1,9.89,197.89,2,2024-05-13 03:28:33,24,9609,Automotive
7804,72.93684881761908,22.58,0.1,7.29,72.94,1,2024-08-16 16:21:41,2,11426,Health
7805,20.450408232883554,38.0,0.1,2.05,40.9,2,2024-01-30 00:42:22,53,2007,Home Appliances
7806,47.498032604036084,60.38,0.1,4.75,95.0,2,2024-08-16 10:32:25,65,7870,Automotive
7807,63.43056976607762,51.58,0.1,6.34,190.29,3,2023-11-07 12:56:01,73,8978,Office Supplies
7808,14.72871650971356,65.46,0.1,1.47,58.91,4,2024-02-28 08:44:18,31,5959,Outdoor
7809,78.49122881742905,84.4,0.1,7.85,313.96,4,2024-05-23 12:47:15,41,5865,Jewelry
7810,41.940209548708665,61.96,0.1,4.19,167.76,4,2023-12-16 02:21:58,0,8505,Stationery
7811,84.01467501614277,67.92,0.1,8.4,336.06,4,2024-09-05 16:05:38,12,590,Sports Equipment
7812,72.0994703243226,83.86,0.1,7.21,72.1,1,2024-05-30 04:12:23,6,146,Clothing
7813,78.12197670209814,80.52,0.1,7.81,234.37,3,2023-10-23 05:14:03,37,11541,Accessories
7814,56.97951000784316,21.75,0.1,5.7,227.92,4,2023-11-21 03:04:04,38,10301,Health
7815,26.01661751570181,52.78,0.1,2.6,52.03,2,2023-12-20 18:58:24,44,4248,Accessories
7816,52.665103583443766,86.75,0.1,5.27,52.67,1,2024-05-12 16:04:10,57,9013,Health
7817,63.852829779548074,36.41,0.1,6.39,63.85,1,2024-04-05 23:49:42,28,6616,Stationery
7818,51.32966154137048,11.17,0.1,5.13,153.99,3,2024-03-18 00:08:57,18,5722,Bags
7819,14.72871650971356,65.46,0.1,1.47,29.46,2,2024-05-10 22:53:03,31,10739,Outdoor
7820,66.71294912310859,74.41,0.1,6.67,333.56,5,2024-03-16 13:42:00,61,1440,Bags
7821,41.940209548708665,61.96,0.1,4.19,83.88,2,2024-07-27 10:23:30,0,3695,Stationery
7822,75.21676086746862,74.59,0.1,7.52,376.08,5,2024-08-07 10:52:47,42,2894,Accessories
7823,44.23006637847685,29.23,0.1,4.42,88.46,2,2023-11-19 06:01:57,49,5010,Watches
7824,21.353216199314794,87.69,0.1,2.14,106.77,5,2023-10-20 19:03:14,1,7212,Sports Equipment
7825,37.45831505939198,44.18,0.1,3.75,149.83,4,2024-02-10 09:54:57,43,10038,Outdoor
7826,14.72871650971356,65.46,0.1,1.47,73.64,5,2023-11-27 19:29:09,31,8434,Outdoor
7827,89.57582588746997,63.02,0.1,8.96,179.15,2,2024-06-30 02:17:29,4,5377,Furniture
7828,28.15352710040883,15.28,0.1,2.82,84.46,3,2023-09-24 19:35:58,11,8490,Books
7829,75.60531844838619,14.85,0.1,7.56,226.82,3,2024-08-06 11:14:44,67,11753,Automotive
7830,28.847385801324787,33.89,0.1,2.88,28.85,1,2024-07-01 16:33:30,55,9314,Books
7831,83.06608750430081,69.38,0.1,8.31,83.07,1,2024-08-29 17:33:33,40,7091,Watches
7832,73.80273009321957,19.06,0.1,7.38,147.61,2,2024-06-23 13:59:00,32,9257,Watches
7833,47.34371826502234,49.37,0.1,4.73,189.37,4,2024-02-18 02:54:09,68,8791,Electronics
7834,63.852829779548074,36.41,0.1,6.39,255.41,4,2024-06-09 12:01:28,28,6282,Stationery
7835,96.4845336364726,42.62,0.1,9.65,192.97,2,2024-05-15 02:30:23,50,7535,Sports Equipment
7836,47.34371826502234,49.37,0.1,4.73,189.37,4,2023-09-13 11:59:31,68,5768,Electronics
7837,72.0994703243226,83.86,0.1,7.21,144.2,2,2024-04-23 12:36:09,6,11302,Clothing
7838,14.72871650971356,65.46,0.1,1.47,58.91,4,2024-03-18 09:32:18,31,9986,Outdoor
7839,20.450408232883554,38.0,0.1,2.05,40.9,2,2024-07-06 13:53:06,53,8504,Home Appliances
7840,26.01661751570181,52.78,0.1,2.6,104.07,4,2024-04-11 13:20:14,44,7226,Accessories
7841,58.92929636082109,52.58,0.1,5.89,235.72,4,2024-05-08 05:17:49,71,10790,Musical Instruments
7842,41.837353137722474,12.39,0.1,4.18,125.51,3,2023-11-11 17:29:31,5,1860,Electronics
7843,63.43056976607762,51.58,0.1,6.34,317.15,5,2024-07-28 20:13:37,73,12124,Office Supplies
7844,28.15352710040883,15.28,0.1,2.82,28.15,1,2023-11-11 08:00:00,11,5354,Books
7845,77.38122631145288,73.32,0.1,7.74,232.14,3,2024-06-23 21:31:26,9,7103,Sports Equipment
7846,28.15352710040883,15.28,0.1,2.82,84.46,3,2024-08-18 13:58:55,11,10525,Books
7847,72.0994703243226,83.86,0.1,7.21,144.2,2,2024-06-25 21:02:59,6,5744,Clothing
7848,89.57582588746997,63.02,0.1,8.96,447.88,5,2024-04-20 14:38:07,4,1202,Furniture
7849,81.39339682529803,83.27,0.1,8.14,81.39,1,2023-09-23 12:04:47,52,5534,Books
7850,27.270871743750455,16.05,0.1,2.73,81.81,3,2024-04-23 13:57:45,29,247,Toys
7851,56.97951000784316,21.75,0.1,5.7,113.96,2,2023-11-18 12:14:59,38,8528,Health
7852,40.302340213882715,15.2,0.1,4.03,40.3,1,2024-01-25 20:30:26,48,11622,Toys
7853,47.6851378927706,61.93,0.1,4.77,190.74,4,2023-10-18 22:53:14,66,11044,Beauty
7854,30.732828347955518,35.81,0.1,3.07,30.73,1,2024-01-04 07:46:34,56,1154,Shoes
7855,75.77503833884339,66.07,0.1,7.58,303.1,4,2023-10-30 11:28:13,35,7742,Stationery
7856,32.88832653572792,60.03,0.1,3.29,131.55,4,2024-06-16 04:34:20,23,1925,Clothing
7857,86.57782847348447,73.92,0.1,8.66,86.58,1,2023-09-18 00:36:36,64,2383,Shoes
7858,72.0994703243226,83.86,0.1,7.21,288.4,4,2024-08-08 07:55:59,6,11296,Clothing
7859,66.71294912310859,74.41,0.1,6.67,66.71,1,2023-11-16 01:13:20,61,7295,Bags
7860,29.96504504552474,25.66,0.1,3.0,29.97,1,2023-09-24 21:02:24,34,3415,Stationery
7861,86.57782847348447,73.92,0.1,8.66,346.31,4,2024-08-30 11:11:10,64,5315,Shoes
7862,20.450408232883554,38.0,0.1,2.05,20.45,1,2024-02-25 03:47:26,53,10641,Home Appliances
7863,40.302340213882715,15.2,0.1,4.03,80.6,2,2024-03-14 11:25:19,48,3837,Toys
7864,66.71294912310859,74.41,0.1,6.67,133.43,2,2024-08-16 06:19:42,61,640,Bags
7865,28.30965611314191,31.79,0.1,2.83,84.93,3,2024-01-18 18:27:52,7,2070,Home Appliances
7866,57.09269639791527,49.37,0.1,5.71,228.37,4,2024-02-22 00:42:26,15,9618,Clothing
7867,28.847385801324787,33.89,0.1,2.88,144.24,5,2023-09-26 11:51:45,55,3548,Books
7868,41.432873453363314,76.71,0.1,4.14,124.3,3,2024-06-24 07:09:40,20,7066,Outdoor
7869,47.6851378927706,61.93,0.1,4.77,238.43,5,2023-10-02 04:59:06,66,9933,Beauty
7870,17.15004649907335,47.22,0.1,1.72,34.3,2,2024-06-20 22:33:57,45,7409,Stationery
7871,39.04610166122893,75.14,0.1,3.9,78.09,2,2024-08-30 15:46:02,51,9924,Musical Instruments
7872,76.81917615903417,9.47,0.1,7.68,384.1,5,2023-10-03 15:39:35,74,9331,Furniture
7873,42.20255039941055,22.43,0.1,4.22,168.81,4,2024-01-25 12:04:05,54,1568,Bags
7874,73.80273009321957,19.06,0.1,7.38,221.41,3,2024-02-12 13:01:59,32,7256,Watches
7875,75.60531844838619,14.85,0.1,7.56,378.03,5,2024-01-27 16:04:53,67,2348,Automotive
7876,27.270871743750455,16.05,0.1,2.73,27.27,1,2024-04-03 09:36:39,29,4955,Toys
7877,14.72871650971356,65.46,0.1,1.47,73.64,5,2024-03-01 21:47:52,31,10180,Outdoor
7878,40.302340213882715,15.2,0.1,4.03,120.91,3,2024-04-21 19:54:39,48,7664,Toys
7879,44.23006637847685,29.23,0.1,4.42,88.46,2,2024-07-06 01:39:07,49,10692,Watches
7880,31.740478597263916,69.04,0.1,3.17,126.96,4,2024-06-17 10:09:47,39,9390,Health
7881,43.7469583749273,85.75,0.1,4.37,174.99,4,2024-03-16 11:09:05,3,11165,Outdoor
7882,75.60531844838619,14.85,0.1,7.56,75.61,1,2024-01-25 09:58:43,67,7393,Automotive
7883,41.837353137722474,12.39,0.1,4.18,209.19,5,2024-09-08 14:42:17,5,1684,Electronics
7884,86.69760535715162,19.88,0.1,8.67,260.09,3,2024-02-19 04:39:32,10,1909,Beauty
7885,29.26823590380502,28.89,0.1,2.93,146.34,5,2023-12-02 13:17:42,27,6678,Outdoor
7886,27.270871743750455,16.05,0.1,2.73,81.81,3,2024-05-31 06:12:38,29,11103,Toys
7887,62.549589649191546,51.71,0.1,6.25,62.55,1,2023-10-25 15:24:33,47,4245,Automotive
7888,79.14397537167619,54.49,0.1,7.91,237.43,3,2023-09-13 06:29:50,19,5733,Bags
7889,51.32966154137048,11.17,0.1,5.13,205.32,4,2024-05-31 05:57:32,18,5890,Bags
7890,62.549589649191546,51.71,0.1,6.25,125.1,2,2024-05-31 00:52:58,47,1875,Automotive
7891,72.0994703243226,83.86,0.1,7.21,72.1,1,2024-08-08 14:54:10,6,6448,Clothing
7892,14.11835247939678,89.8,0.1,1.41,28.24,2,2024-02-25 02:34:34,58,6794,Toys
7893,44.23006637847685,29.23,0.1,4.42,88.46,2,2024-02-23 09:02:37,49,2356,Watches
7894,29.96504504552474,25.66,0.1,3.0,89.9,3,2023-09-10 10:14:25,34,2680,Stationery
7895,63.43056976607762,51.58,0.1,6.34,317.15,5,2024-06-18 14:28:31,73,9265,Office Supplies
7896,17.15004649907335,47.22,0.1,1.72,85.75,5,2023-12-14 03:18:24,45,11107,Stationery
7897,51.32966154137048,11.17,0.1,5.13,256.65,5,2023-11-21 08:01:47,18,864,Bags
7898,52.665103583443766,86.75,0.1,5.27,263.33,5,2023-10-09 14:55:28,57,6332,Health
7899,32.88832653572792,60.03,0.1,3.29,131.55,4,2023-12-03 12:35:46,23,10488,Clothing
7900,77.38122631145288,73.32,0.1,7.74,232.14,3,2024-06-26 13:47:44,9,9535,Sports Equipment
7901,30.732828347955518,35.81,0.1,3.07,122.93,4,2024-04-29 04:58:08,56,3011,Shoes
7902,44.23006637847685,29.23,0.1,4.42,221.15,5,2024-06-30 16:03:37,49,2991,Watches
7903,29.26823590380502,28.89,0.1,2.93,117.07,4,2024-08-16 04:21:35,27,7692,Outdoor
7904,28.30965611314191,31.79,0.1,2.83,141.55,5,2024-03-05 03:11:51,7,10232,Home Appliances
7905,14.72871650971356,65.46,0.1,1.47,73.64,5,2023-10-03 04:19:50,31,8618,Outdoor
7906,80.99161269627274,11.1,0.1,8.1,80.99,1,2024-08-08 03:16:25,69,11440,Outdoor
7907,30.732828347955518,35.81,0.1,3.07,153.66,5,2023-12-21 20:21:43,56,2135,Shoes
7908,77.38122631145288,73.32,0.1,7.74,386.91,5,2024-08-29 15:23:23,9,6196,Sports Equipment
7909,75.77503833884339,66.07,0.1,7.58,227.33,3,2024-02-04 21:32:27,35,6271,Stationery
7910,19.17346902292367,46.78,0.1,1.92,95.87,5,2023-12-14 23:10:39,21,2222,Furniture
7911,81.39339682529803,83.27,0.1,8.14,325.57,4,2024-05-08 23:58:44,52,9991,Books
7912,47.598524329178005,21.42,0.1,4.76,237.99,5,2024-08-29 04:13:08,13,3514,Sports Equipment
7913,39.04610166122893,75.14,0.1,3.9,195.23,5,2023-12-08 12:10:10,51,7113,Musical Instruments
7914,75.21676086746862,74.59,0.1,7.52,225.65,3,2024-08-29 12:03:13,42,4769,Accessories
7915,75.60531844838619,14.85,0.1,7.56,75.61,1,2023-09-14 21:40:42,67,10112,Automotive
7916,37.45831505939198,44.18,0.1,3.75,187.29,5,2023-11-01 05:27:27,43,11156,Outdoor
7917,84.01467501614277,67.92,0.1,8.4,84.01,1,2024-05-22 13:47:01,12,277,Sports Equipment
7918,81.03380456963924,57.65,0.1,8.1,81.03,1,2023-11-06 22:38:54,46,10529,Health
7919,52.665103583443766,86.75,0.1,5.27,158.0,3,2024-05-29 18:21:31,57,11004,Health
7920,76.81917615903417,9.47,0.1,7.68,384.1,5,2024-07-20 21:17:01,74,5833,Furniture
7921,99.35287308305912,74.79,0.1,9.94,298.06,3,2024-06-21 04:23:46,62,1539,Musical Instruments
7922,14.72871650971356,65.46,0.1,1.47,73.64,5,2023-12-18 05:27:18,31,9118,Outdoor
7923,63.852829779548074,36.41,0.1,6.39,127.71,2,2024-08-07 21:39:40,28,11365,Stationery
7924,81.03380456963924,57.65,0.1,8.1,324.14,4,2024-07-26 01:14:55,46,3128,Health
7925,76.81917615903417,9.47,0.1,7.68,230.46,3,2024-07-06 18:26:12,74,830,Furniture
7926,95.02773603626298,18.83,0.1,9.5,190.06,2,2024-02-11 10:23:14,72,1676,Furniture
7927,78.12197670209814,80.52,0.1,7.81,156.24,2,2024-08-17 13:54:40,37,2223,Accessories
7928,73.80273009321957,19.06,0.1,7.38,147.61,2,2023-11-24 04:06:27,32,4597,Watches
7929,72.07976444129312,81.87,0.1,7.21,144.16,2,2024-05-24 06:13:41,26,8027,Watches
7930,43.430645515638595,18.31,0.1,4.34,130.29,3,2024-02-07 08:49:44,60,3110,Beauty
7931,75.77503833884339,66.07,0.1,7.58,227.33,3,2024-01-08 22:35:05,35,6281,Stationery
7932,28.847385801324787,33.89,0.1,2.88,86.54,3,2024-05-09 21:19:15,55,7875,Books
7933,86.57782847348447,73.92,0.1,8.66,173.16,2,2024-01-18 16:34:23,64,3478,Shoes
7934,56.97951000784316,21.75,0.1,5.7,227.92,4,2023-11-27 04:22:16,38,4436,Health
7935,40.302340213882715,15.2,0.1,4.03,201.51,5,2023-10-02 14:40:56,48,9557,Toys
7936,75.77503833884339,66.07,0.1,7.58,378.88,5,2024-07-29 13:07:28,35,1736,Stationery
7937,60.09700255156274,37.57,0.1,6.01,120.19,2,2024-04-30 21:42:44,70,8630,Office Supplies
7938,63.852829779548074,36.41,0.1,6.39,319.26,5,2024-02-24 15:11:46,28,10511,Stationery
7939,41.940209548708665,61.96,0.1,4.19,125.82,3,2024-05-07 09:39:12,0,8291,Stationery
7940,29.38159191541978,36.04,0.1,2.94,29.38,1,2024-07-24 23:46:09,17,10187,Furniture
7941,63.43056976607762,51.58,0.1,6.34,126.86,2,2024-08-03 03:55:37,73,2542,Office Supplies
7942,86.57782847348447,73.92,0.1,8.66,173.16,2,2023-11-20 15:46:29,64,11820,Shoes
7943,20.450408232883554,38.0,0.1,2.05,40.9,2,2024-06-26 15:19:45,53,5986,Home Appliances
7944,51.32966154137048,11.17,0.1,5.13,205.32,4,2023-10-25 13:47:52,18,5638,Bags
7945,28.30965611314191,31.79,0.1,2.83,56.62,2,2024-04-12 00:25:53,7,5467,Home Appliances
7946,32.88832653572792,60.03,0.1,3.29,164.44,5,2023-10-12 18:50:42,23,2064,Clothing
7947,76.81917615903417,9.47,0.1,7.68,307.28,4,2024-05-26 13:25:31,74,705,Furniture
7948,80.99161269627274,11.1,0.1,8.1,161.98,2,2023-12-12 17:26:03,69,11886,Outdoor
7949,96.4845336364726,42.62,0.1,9.65,385.94,4,2024-01-14 06:13:45,50,9999,Sports Equipment
7950,66.13277726026526,47.44,0.1,6.61,132.27,2,2024-04-21 13:16:03,14,11281,Office Supplies
7951,96.4845336364726,42.62,0.1,9.65,482.42,5,2024-05-31 08:59:34,50,8421,Sports Equipment
7952,52.665103583443766,86.75,0.1,5.27,105.33,2,2023-09-26 11:51:45,57,3548,Health
7953,47.6851378927706,61.93,0.1,4.77,238.43,5,2024-08-18 23:53:29,66,7736,Beauty
7954,77.38122631145288,73.32,0.1,7.74,232.14,3,2024-09-04 00:47:40,9,10761,Sports Equipment
7955,28.30965611314191,31.79,0.1,2.83,28.31,1,2024-02-12 23:55:39,7,59,Home Appliances
7956,14.72871650971356,65.46,0.1,1.47,58.91,4,2023-12-07 15:15:06,31,2781,Outdoor
7957,60.09700255156274,37.57,0.1,6.01,180.29,3,2024-02-10 21:08:55,70,3931,Office Supplies
7958,76.81917615903417,9.47,0.1,7.68,76.82,1,2024-02-29 16:31:28,74,9226,Furniture
7959,42.20255039941055,22.43,0.1,4.22,126.61,3,2024-09-07 13:45:43,54,581,Bags
7960,66.71294912310859,74.41,0.1,6.67,66.71,1,2024-04-27 04:15:57,61,353,Bags
7961,31.740478597263916,69.04,0.1,3.17,31.74,1,2023-09-25 23:54:52,39,7667,Health
7962,98.94569455130691,76.87,0.1,9.89,494.73,5,2024-04-15 07:02:38,24,506,Automotive
7963,86.57782847348447,73.92,0.1,8.66,259.73,3,2023-10-22 14:39:45,64,11967,Shoes
7964,96.60185623849031,83.06,0.1,9.66,483.01,5,2023-09-18 01:31:32,25,10726,Outdoor
7965,52.665103583443766,86.75,0.1,5.27,158.0,3,2023-12-30 08:24:20,57,4866,Health
7966,99.35287308305912,74.79,0.1,9.94,99.35,1,2023-10-07 10:05:20,62,8861,Musical Instruments
7967,14.72871650971356,65.46,0.1,1.47,73.64,5,2024-06-26 16:48:01,31,2731,Outdoor
7968,52.665103583443766,86.75,0.1,5.27,52.67,1,2023-09-15 06:53:09,57,12162,Health
7969,32.88832653572792,60.03,0.1,3.29,32.89,1,2023-11-24 19:48:32,23,11710,Clothing
7970,41.940209548708665,61.96,0.1,4.19,167.76,4,2024-01-10 12:17:46,0,4445,Stationery
7971,51.32966154137048,11.17,0.1,5.13,102.66,2,2024-02-02 00:29:58,18,4744,Bags
7972,63.43056976607762,51.58,0.1,6.34,190.29,3,2023-11-26 03:20:21,73,6316,Office Supplies
7973,34.448024150172465,80.4,0.1,3.44,103.34,3,2023-12-17 20:14:19,33,2307,Toys
7974,63.852829779548074,36.41,0.1,6.39,191.56,3,2024-08-23 18:59:39,28,3870,Stationery
7975,31.740478597263916,69.04,0.1,3.17,126.96,4,2024-08-31 16:41:27,39,10255,Health
7976,72.93684881761908,22.58,0.1,7.29,145.87,2,2024-01-03 16:51:40,2,4939,Health
7977,72.0994703243226,83.86,0.1,7.21,288.4,4,2023-11-04 22:07:54,6,1500,Clothing
7978,96.4845336364726,42.62,0.1,9.65,96.48,1,2024-02-20 01:41:31,50,7566,Sports Equipment
7979,86.57782847348447,73.92,0.1,8.66,86.58,1,2024-07-07 13:48:30,64,3319,Shoes
7980,83.06608750430081,69.38,0.1,8.31,166.13,2,2023-11-24 19:01:29,40,2416,Watches
7981,28.15352710040883,15.28,0.1,2.82,140.77,5,2024-08-01 14:57:27,11,10851,Books
7982,81.39339682529803,83.27,0.1,8.14,162.79,2,2023-11-07 10:19:27,52,5811,Books
7983,20.450408232883554,38.0,0.1,2.05,102.25,5,2024-02-10 08:18:45,53,12084,Home Appliances
7984,29.26823590380502,28.89,0.1,2.93,58.54,2,2024-05-03 04:02:33,27,10465,Outdoor
7985,75.21676086746862,74.59,0.1,7.52,75.22,1,2024-05-30 17:38:50,42,2080,Accessories
7986,29.38159191541978,36.04,0.1,2.94,146.91,5,2024-06-06 05:19:12,17,4410,Furniture
7987,19.17346902292367,46.78,0.1,1.92,38.35,2,2024-05-14 18:19:13,21,7640,Furniture
7988,44.23006637847685,29.23,0.1,4.42,221.15,5,2024-08-28 10:14:47,49,10284,Watches
7989,43.430645515638595,18.31,0.1,4.34,173.72,4,2023-11-22 18:56:38,60,4755,Beauty
7990,41.432873453363314,76.71,0.1,4.14,82.87,2,2024-08-27 11:49:47,20,48,Outdoor
7991,75.77503833884339,66.07,0.1,7.58,75.78,1,2024-04-02 10:09:33,35,2063,Stationery
7992,17.15004649907335,47.22,0.1,1.72,34.3,2,2023-11-17 02:10:13,45,86,Stationery
7993,44.23006637847685,29.23,0.1,4.42,132.69,3,2024-02-23 10:28:41,49,5754,Watches
7994,62.549589649191546,51.71,0.1,6.25,312.75,5,2024-01-19 12:55:19,47,4774,Automotive
7995,84.01467501614277,67.92,0.1,8.4,420.07,5,2023-11-17 19:14:33,12,1494,Sports Equipment
7996,20.450408232883554,38.0,0.1,2.05,20.45,1,2023-11-17 21:11:12,53,6882,Home Appliances
7997,79.14397537167619,54.49,0.1,7.91,79.14,1,2023-09-13 11:30:01,19,4323,Bags
7998,34.448024150172465,80.4,0.1,3.44,137.79,4,2024-08-28 04:52:59,33,9462,Toys
7999,28.847385801324787,33.89,0.1,2.88,115.39,4,2024-08-25 21:33:06,55,763,Books
8000,75.77503833884339,66.07,0.1,7.58,303.1,4,2024-03-10 15:56:08,35,3349,Stationery
8001,41.837353137722474,12.39,0.1,4.18,167.35,4,2024-06-10 15:47:13,5,9280,Electronics
8002,78.49122881742905,84.4,0.1,7.85,235.47,3,2023-11-14 03:48:25,41,9624,Jewelry
8003,28.30965611314191,31.79,0.1,2.83,113.24,4,2024-01-05 13:28:53,7,7070,Home Appliances
8004,32.63079090586092,45.82,0.1,3.26,32.63,1,2024-01-13 00:03:49,36,9120,Clothing
8005,47.34371826502234,49.37,0.1,4.73,47.34,1,2024-02-04 03:17:34,68,10390,Electronics
8006,27.270871743750455,16.05,0.1,2.73,81.81,3,2024-04-04 08:47:00,29,9457,Toys
8007,66.71294912310859,74.41,0.1,6.67,133.43,2,2024-02-05 05:11:24,61,9,Bags
8008,29.38159191541978,36.04,0.1,2.94,146.91,5,2024-01-13 13:18:42,17,1155,Furniture
8009,77.38122631145288,73.32,0.1,7.74,309.52,4,2024-07-26 08:33:01,9,3049,Sports Equipment
8010,21.353216199314794,87.69,0.1,2.14,106.77,5,2024-01-16 02:41:05,1,11379,Sports Equipment
8011,84.01467501614277,67.92,0.1,8.4,84.01,1,2024-08-09 13:01:58,12,9490,Sports Equipment
8012,14.72871650971356,65.46,0.1,1.47,44.19,3,2023-10-03 02:54:47,31,7973,Outdoor
8013,75.77503833884339,66.07,0.1,7.58,378.88,5,2023-10-18 00:16:50,35,5845,Stationery
8014,20.450408232883554,38.0,0.1,2.05,102.25,5,2024-01-19 05:57:52,53,5425,Home Appliances
8015,26.01661751570181,52.78,0.1,2.6,130.08,5,2024-01-13 04:07:20,44,1239,Accessories
8016,66.71294912310859,74.41,0.1,6.67,66.71,1,2023-11-30 09:46:20,61,3623,Bags
8017,14.72871650971356,65.46,0.1,1.47,44.19,3,2023-11-29 00:14:43,31,3197,Outdoor
8018,67.97628360360534,15.32,0.1,6.8,67.98,1,2023-11-24 21:54:26,8,109,Sports Equipment
8019,86.69760535715162,19.88,0.1,8.67,173.4,2,2024-02-01 11:58:55,10,3119,Beauty
8020,34.448024150172465,80.4,0.1,3.44,172.24,5,2024-07-13 03:57:35,33,4070,Toys
8021,58.92929636082109,52.58,0.1,5.89,176.79,3,2024-05-26 16:48:56,71,5341,Musical Instruments
8022,47.498032604036084,60.38,0.1,4.75,95.0,2,2024-02-15 06:19:36,65,11314,Automotive
8023,29.38159191541978,36.04,0.1,2.94,58.76,2,2023-12-26 06:17:19,17,6312,Furniture
8024,34.448024150172465,80.4,0.1,3.44,137.79,4,2023-11-18 02:09:02,33,12033,Toys
8025,40.302340213882715,15.2,0.1,4.03,201.51,5,2023-11-13 23:13:55,48,6032,Toys
8026,41.940209548708665,61.96,0.1,4.19,41.94,1,2024-06-15 06:46:40,0,3150,Stationery
8027,20.450408232883554,38.0,0.1,2.05,81.8,4,2024-05-31 19:08:33,53,6808,Home Appliances
8028,29.38159191541978,36.04,0.1,2.94,146.91,5,2024-07-06 15:51:11,17,5941,Furniture
8029,29.38159191541978,36.04,0.1,2.94,58.76,2,2024-04-03 23:38:25,17,1293,Furniture
8030,58.92929636082109,52.58,0.1,5.89,235.72,4,2023-12-11 22:02:54,71,1828,Musical Instruments
8031,19.17346902292367,46.78,0.1,1.92,57.52,3,2024-02-21 17:58:36,21,7603,Furniture
8032,31.740478597263916,69.04,0.1,3.17,158.7,5,2024-07-19 10:12:26,39,4669,Health
8033,31.740478597263916,69.04,0.1,3.17,31.74,1,2024-03-21 06:37:55,39,4788,Health
8034,63.852829779548074,36.41,0.1,6.39,319.26,5,2024-02-03 01:35:52,28,7550,Stationery
8035,75.60531844838619,14.85,0.1,7.56,378.03,5,2023-09-28 14:33:18,67,9002,Automotive
8036,47.498032604036084,60.38,0.1,4.75,189.99,4,2024-02-20 18:32:00,65,3334,Automotive
8037,39.68306791612835,19.32,0.1,3.97,79.37,2,2024-04-01 16:08:38,22,5319,Bags
8038,43.7469583749273,85.75,0.1,4.37,43.75,1,2023-10-10 15:46:47,3,7456,Outdoor
8039,75.21676086746862,74.59,0.1,7.52,150.43,2,2023-10-08 12:36:15,42,11501,Accessories
8040,29.38159191541978,36.04,0.1,2.94,117.53,4,2024-05-27 01:42:57,17,8008,Furniture
8041,79.14397537167619,54.49,0.1,7.91,79.14,1,2023-12-04 06:13:15,19,3773,Bags
8042,28.15352710040883,15.28,0.1,2.82,112.61,4,2023-12-03 14:42:18,11,1914,Books
8043,52.665103583443766,86.75,0.1,5.27,210.66,4,2024-07-04 02:02:46,57,1612,Health
8044,98.94569455130691,76.87,0.1,9.89,197.89,2,2024-05-31 15:11:11,24,6132,Automotive
8045,28.15352710040883,15.28,0.1,2.82,140.77,5,2024-06-05 11:02:57,11,6241,Books
8046,77.38122631145288,73.32,0.1,7.74,232.14,3,2023-11-07 00:28:34,9,1851,Sports Equipment
8047,43.430645515638595,18.31,0.1,4.34,43.43,1,2024-01-02 18:40:57,60,11740,Beauty
8048,28.15352710040883,15.28,0.1,2.82,84.46,3,2024-04-24 18:59:08,11,5242,Books
8049,41.837353137722474,12.39,0.1,4.18,167.35,4,2023-12-04 09:00:56,5,1859,Electronics
8050,73.80273009321957,19.06,0.1,7.38,295.21,4,2023-10-27 23:31:31,32,7289,Watches
8051,57.09269639791527,49.37,0.1,5.71,285.46,5,2023-11-26 16:33:32,15,1893,Clothing
8052,73.80273009321957,19.06,0.1,7.38,147.61,2,2024-04-08 16:55:09,32,6158,Watches
8053,83.06608750430081,69.38,0.1,8.31,415.33,5,2024-08-05 01:19:34,40,1077,Watches
